code,計算書,別表,テーブル,L0,区分,L1,活動・部,L2,大区分,L3,中区分,L3.5,内訳グループ,L4,小区分,階層種別,正規名,is_amount,is_total,is_optional
CF-01-01-06-06-00-05,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,06,障害福祉サービス等事業収入,06,その他の事業収入,00,,05,その他の事業収入,小区分,その他の事業収入,1,0,0
CF-01-01-06-06-01-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,06,障害福祉サービス等事業収入,06,その他の事業収入,01,（保険等査定減）,00,,内訳グループ,（保険等査定減）,1,0,0
CF-01-01-07-01-00-01,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,07,生活保護事業収入,01,措置費収入,00,,01,事務費収入,小区分,事務費収入,1,0,0
CF-01-01-07-01-00-02,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,07,生活保護事業収入,01,措置費収入,00,,02,事業費収入,小区分,事業費収入,1,0,0
CF-01-01-07-02-00-01,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,07,生活保護事業収入,02,授産事業収入,00,,01,（何）事業収入,小区分,（何）事業収入,1,0,0
CF-01-01-07-03-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,07,生活保護事業収入,03,利用者負担金収入,00,,00,,中区分,利用者負担金収入,1,0,0
CF-01-01-07-04-00-01,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,07,生活保護事業収入,04,その他の事業収入,00,,01,補助金事業収入（公費）,小区分,補助金事業収入（公費）,1,0,0
CF-01-01-07-04-00-02,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,07,生活保護事業収入,04,その他の事業収入,00,,02,補助金事業収入（一般）,小区分,補助金事業収入（一般）,1,0,0
CF-01-01-07-04-00-03,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,07,生活保護事業収入,04,その他の事業収入,00,,03,受託事業収入（公費）,小区分,受託事業収入（公費）,1,0,0
CF-01-01-07-04-00-04,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,07,生活保護事業収入,04,その他の事業収入,00,,04,受託事業収入（一般）,小区分,受託事業収入（一般）,1,0,0
CF-01-01-07-04-00-05,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,07,生活保護事業収入,04,その他の事業収入,00,,05,その他の事業収入,小区分,その他の事業収入,1,0,0
CF-01-01-08-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,00,,00,,00,,大区分,医療事業収入,1,0,0
CF-01-01-08-01-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,01,入院診療収入（一般）,00,,00,,中区分,入院診療収入（一般）,1,0,0
CF-01-01-08-02-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,02,室料差額収入,00,,00,,中区分,室料差額収入,1,0,0
CF-01-01-08-03-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,03,外来診療収入（公費）,00,,00,,中区分,外来診療収入（公費）,1,0,0
CF-01-01-08-04-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,04,外来診療収入（一般）,00,,00,,中区分,外来診療収入（一般）,1,0,0
CF-01-01-08-05-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,05,保健予防活動収入,00,,00,,中区分,保健予防活動収入,1,0,0
CF-01-01-08-06-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,06,受託検査・施設利用収入,00,,00,,中区分,受託検査・施設利用収入,1,0,0
CF-01-01-08-07-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,07,訪問看護療養費収入（公費）,00,,00,,中区分,訪問看護療養費収入（公費）,1,0,0
CF-01-01-08-08-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,08,訪問看護療養費収入（一般）,00,,00,,中区分,訪問看護療養費収入（一般）,1,0,0
CF-01-01-08-09-00-01,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,09,訪問看護利用料収入,00,,01,訪問看護基本利用料収入,小区分,訪問看護基本利用料収入,1,0,0
CF-01-01-08-09-00-02,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,09,訪問看護利用料収入,00,,02,訪問看護その他の利用料収入,小区分,訪問看護その他の利用料収入,1,0,0
CF-01-01-08-10-00-01,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,10,その他の医療事業収入,00,,01,補助金事業収入（公費）,小区分,補助金事業収入（公費）,1,0,0
CF-01-01-08-10-00-02,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,10,その他の医療事業収入,00,,02,補助金事業収入（一般）,小区分,補助金事業収入（一般）,1,0,0
CF-01-01-08-10-00-03,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,10,その他の医療事業収入,00,,03,受託事業収入（公費）,小区分,受託事業収入（公費）,1,0,0
CF-01-01-08-10-00-04,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,10,その他の医療事業収入,00,,04,受託事業収入（一般）,小区分,受託事業収入（一般）,1,0,0
CF-01-01-08-10-00-05,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,10,その他の医療事業収入,00,,05,その他の医療事業収入,小区分,その他の医療事業収入,1,0,0
CF-01-01-08-10-01-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,08,医療事業収入,10,その他の医療事業収入,01,（保険等査定減）,00,,内訳グループ,（保険等査定減）,1,0,0
CF-01-01-09-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,09,退職共済事業収入,00,,00,,00,,大区分,退職共済事業収入,1,0,0
CF-01-01-10-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,10,（何）事業収入,00,,00,,00,,大区分,（何）事業収入,1,0,0
CF-01-01-10-01-00-01,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,10,（何）事業収入,01,その他の事業収入,00,,01,補助金事業収入（公費）,小区分,補助金事業収入（公費）,1,0,0
CF-01-01-10-01-00-02,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,10,（何）事業収入,01,その他の事業収入,00,,02,補助金事業収入（一般）,小区分,補助金事業収入（一般）,1,0,0
CF-01-01-10-01-00-03,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,10,（何）事業収入,01,その他の事業収入,00,,03,受託事業収入（公費）,小区分,受託事業収入（公費）,1,0,0
CF-01-01-10-01-00-04,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,10,（何）事業収入,01,その他の事業収入,00,,04,受託事業収入（一般）,小区分,受託事業収入（一般）,1,0,0
CF-01-01-10-01-00-05,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,10,（何）事業収入,01,その他の事業収入,00,,05,その他の事業収入,小区分,その他の事業収入,1,0,0
CF-01-01-11-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,11,（何）収入,00,,00,,00,,大区分,（何）収入,1,0,0
CF-01-01-12-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,12,借入金利息補助金収入,00,,00,,00,,大区分,借入金利息補助金収入,1,0,0
CF-01-01-13-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,13,経常経費寄附金収入,00,,00,,00,,大区分,経常経費寄附金収入,1,0,0
CF-01-01-14-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,14,受取利息配当金収入,00,,00,,00,,大区分,受取利息配当金収入,1,0,0
CF-01-01-15-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,15,社会福祉連携推進業務貸付金受取利息収入,00,,00,,00,,大区分,社会福祉連携推進業務貸付金受取利息収入,1,0,0
CF-01-01-16-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,16,その他の収入,00,,00,,00,,大区分,その他の収入,1,0,0
CF-01-01-16-01-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,16,その他の収入,01,利用者等外給食費収入,00,,00,,中区分,利用者等外給食費収入,1,0,0
CF-01-01-16-02-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,16,その他の収入,02,雑収入,00,,00,,中区分,雑収入,1,0,0
CF-01-01-17-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,17,流動資産評価益等による資金増加額,00,,00,,00,,大区分,流動資産評価益等による資金増加額,1,0,0
CF-01-01-18-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,18,有価証券評価益,00,,00,,00,,大区分,有価証券評価益,1,0,0
CF-01-01-18-01-00-00,CF,別表第一_資金収支計算書,0,01,収入,01,事業活動による収支,18,有価証券評価益,01,為替差益,00,,00,,中区分,為替差益,1,0,0
CF-01-02-01-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,02,施設整備等による収支,01,施設整備等補助金収入,00,,00,,00,,大区分,施設整備等補助金収入,1,0,0
CF-01-02-01-01-00-00,CF,別表第一_資金収支計算書,0,01,収入,02,施設整備等による収支,01,施設整備等補助金収入,01,設備資金借入金元金償還補助金収入,00,,00,,中区分,設備資金借入金元金償還補助金収入,1,0,0
CF-01-02-02-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,02,施設整備等による収支,02,施設整備等寄附金収入,00,,00,,00,,大区分,施設整備等寄附金収入,1,0,0
CF-01-02-02-01-00-00,CF,別表第一_資金収支計算書,0,01,収入,02,施設整備等による収支,02,施設整備等寄附金収入,01,設備資金借入金元金償還寄附金収入,00,,00,,中区分,設備資金借入金元金償還寄附金収入,1,0,0
CF-01-02-03-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,02,施設整備等による収支,03,設備資金借入金収入,00,,00,,00,,大区分,設備資金借入金収入,1,0,0
CF-01-02-04-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,02,施設整備等による収支,04,社会福祉連携推進業務設備資金借入金収入,00,,00,,00,,大区分,社会福祉連携推進業務設備資金借入金収入,1,0,0
CF-01-02-05-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,02,施設整備等による収支,05,固定資産売却収入,00,,00,,00,,大区分,固定資産売却収入,1,0,0
CF-01-02-05-01-00-00,CF,別表第一_資金収支計算書,0,01,収入,02,施設整備等による収支,05,固定資産売却収入,01,器具及び備品売却収入,00,,00,,中区分,器具及び備品売却収入,1,0,0
CF-01-02-05-02-00-00,CF,別表第一_資金収支計算書,0,01,収入,02,施設整備等による収支,05,固定資産売却収入,02,（何）売却収入,00,,00,,中区分,（何）売却収入,1,0,0
CF-01-02-06-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,02,施設整備等による収支,06,その他の施設整備等による収入,00,,00,,00,,大区分,その他の施設整備等による収入,1,0,0
CF-01-03-01-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,01,長期運営資金借入金元金償還寄附金収入,00,,00,,00,,大区分,長期運営資金借入金元金償還寄附金収入,1,0,0
CF-01-03-02-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,02,長期運営資金借入金収入,00,,00,,00,,大区分,長期運営資金借入金収入,1,0,0
CF-01-03-03-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,03,役員等長期借入金収入,00,,00,,00,,大区分,役員等長期借入金収入,1,0,0
CF-01-03-04-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,04,社会福祉連携推進業務長期運営資金借入金収入,00,,00,,00,,大区分,社会福祉連携推進業務長期運営資金借入金収入,1,0,0
CF-01-03-05-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,05,長期貸付金回収収入,00,,00,,00,,大区分,長期貸付金回収収入,1,0,0
CF-01-03-06-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,06,社会福祉連携推進業務長期貸付金回収収入,00,,00,,00,,大区分,社会福祉連携推進業務長期貸付金回収収入,1,0,0
CF-01-03-07-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,07,投資有価証券売却収入,00,,00,,00,,大区分,投資有価証券売却収入,1,0,0
CF-01-03-08-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,08,積立資産取崩収入,00,,00,,00,,大区分,積立資産取崩収入,1,0,0
CF-01-03-08-01-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,08,積立資産取崩収入,01,長期預り金積立資産取崩収入,00,,00,,中区分,長期預り金積立資産取崩収入,1,0,0
CF-01-03-08-02-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,08,積立資産取崩収入,02,（何）積立資産取崩収入,00,,00,,中区分,（何）積立資産取崩収入,1,0,0
CF-01-03-09-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,09,事業区分間長期借入金収入,00,,00,,00,,大区分,事業区分間長期借入金収入,1,0,0
CF-01-03-10-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,10,拠点区分間長期借入金収入,00,,00,,00,,大区分,拠点区分間長期借入金収入,1,0,0
CF-01-03-11-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,11,事業区分間長期貸付金回収収入,00,,00,,00,,大区分,事業区分間長期貸付金回収収入,1,0,0
CF-01-03-12-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,12,拠点区分間長期貸付金回収収入,00,,00,,00,,大区分,拠点区分間長期貸付金回収収入,1,0,0
CF-01-03-13-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,13,事業区分間繰入金収入,00,,00,,00,,大区分,事業区分間繰入金収入,1,0,0
CF-01-03-14-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,14,拠点区分間繰入金収入,00,,00,,00,,大区分,拠点区分間繰入金収入,1,0,0
CF-01-03-15-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,15,サービス区分間繰入金収入,00,,00,,00,,大区分,サービス区分間繰入金収入,1,0,0
CF-01-03-16-00-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,16,その他の活動による収入,00,,00,,00,,大区分,その他の活動による収入,1,0,0
CF-01-03-16-01-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,16,その他の活動による収入,01,退職共済事業管理資産取崩収入,00,,00,,中区分,退職共済事業管理資産取崩収入,1,0,0
CF-01-03-16-02-00-00,CF,別表第一_資金収支計算書,0,01,収入,03,その他の活動による収支,16,その他の活動による収入,02,（何）収入,00,,00,,中区分,（何）収入,1,0,0
CF-02-01-01-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,01,人件費支出,00,,00,,00,,大区分,人件費支出,1,0,0
CF-02-01-01-01-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,01,人件費支出,01,役員退職慰労金支出,00,,00,,中区分,役員退職慰労金支出,1,0,0
CF-02-01-01-02-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,01,人件費支出,02,職員給料支出,00,,00,,中区分,職員給料支出,1,0,0
CF-02-01-01-03-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,01,人件費支出,03,職員賞与支出,00,,00,,中区分,職員賞与支出,1,0,0
CF-02-01-01-04-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,01,人件費支出,04,非常勤職員給与支出,00,,00,,中区分,非常勤職員給与支出,1,0,0
CF-02-01-01-05-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,01,人件費支出,05,派遣職員費支出,00,,00,,中区分,派遣職員費支出,1,0,0
CF-02-01-01-06-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,01,人件費支出,06,退職給付支出,00,,00,,中区分,退職給付支出,1,0,0
CF-02-01-01-07-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,01,人件費支出,07,法定福利費支出,00,,00,,中区分,法定福利費支出,1,0,0
CF-02-01-02-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,00,,00,,00,,大区分,事業費支出,1,0,0
CF-02-01-02-01-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,01,介護用品費支出,00,,00,,中区分,介護用品費支出,1,0,0
CF-02-01-02-02-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,02,医薬品費支出,00,,00,,中区分,医薬品費支出,1,0,0
CF-02-01-02-03-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,03,診療・療養等材料費支出,00,,00,,中区分,診療・療養等材料費支出,1,0,0
CF-02-01-02-04-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,04,保健衛生費支出,00,,00,,中区分,保健衛生費支出,1,0,0
CF-02-01-02-05-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,05,医療費支出,00,,00,,中区分,医療費支出,1,0,0
CF-02-01-02-06-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,06,被服費支出,00,,00,,中区分,被服費支出,1,0,0
CF-02-01-02-07-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,07,教養娯楽費支出,00,,00,,中区分,教養娯楽費支出,1,0,0
CF-02-01-02-08-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,08,日用品費支出,00,,00,,中区分,日用品費支出,1,0,0
CF-02-01-02-09-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,09,保育材料費支出,00,,00,,中区分,保育材料費支出,1,0,0
CF-02-01-02-10-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,10,本人支給金支出,00,,00,,中区分,本人支給金支出,1,0,0
CF-02-01-02-11-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,11,水道光熱費支出,00,,00,,中区分,水道光熱費支出,1,0,0
CF-02-01-02-12-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,12,燃料費支出,00,,00,,中区分,燃料費支出,1,0,0
CF-02-01-02-13-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,13,消耗器具備品費支出,00,,00,,中区分,消耗器具備品費支出,1,0,0
CF-02-01-02-14-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,14,保険料支出,00,,00,,中区分,保険料支出,1,0,0
CF-02-01-02-15-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,15,賃借料支出,00,,00,,中区分,賃借料支出,1,0,0
CF-02-01-02-16-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,16,教育指導費支出,00,,00,,中区分,教育指導費支出,1,0,0
CF-02-01-02-17-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,17,就職支度費支出,00,,00,,中区分,就職支度費支出,1,0,0
CF-02-01-02-18-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,18,葬祭費支出,00,,00,,中区分,葬祭費支出,1,0,0
CF-02-01-02-19-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,19,車輌費支出,00,,00,,中区分,車輌費支出,1,0,0
CF-02-01-02-20-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,20,管理費返還支出,00,,00,,中区分,管理費返還支出,1,0,0
CF-02-01-02-21-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,21,（何）費支出,00,,00,,中区分,（何）費支出,1,0,0
CF-02-01-02-22-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,02,事業費支出,22,雑支出,00,,00,,中区分,雑支出,1,0,0
CF-02-01-03-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,03,事務費支出,00,,00,,00,,大区分,事務費支出,1,0,0
CF-02-01-03-01-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,03,事務費支出,01,職員被服費支出,00,,00,,中区分,職員被服費支出,1,0,0
CF-02-01-03-02-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,03,事務費支出,02,旅費交通費支出,00,,00,,中区分,旅費交通費支出,1,0,0
CF-02-01-03-03-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,03,事務費支出,03,研修研究費支出,00,,00,,中区分,研修研究費支出,1,0,0
CF-02-01-03-04-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,03,事務費支出,04,事務消耗品費支出,00,,00,,中区分,事務消耗品費支出,1,0,0
CF-02-01-03-05-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,03,事務費支出,05,印刷製本費支出,00,,00,,中区分,印刷製本費支出,1,0,0
CF-02-01-03-06-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,03,事務費支出,06,水道光熱費支出,00,,00,,中区分,水道光熱費支出,1,0,0
CF-02-01-03-07-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,03,事務費支出,07,燃料費支出,00,,00,,中区分,燃料費支出,1,0,0
